occupation_code,occupation_name,weekly_pay,year,occ_clean
00-0000,All Occupations,48060.0,2023,all occupations
11-0000,Management Occupations,116880.0,2023,management occupations
11-1000,Top Executives,103460.0,2023,top executives
11-1010,Chief Executives,206680.0,2023,chief executives
11-1011,Chief Executives,206680.0,2023,chief executives
11-1020,General and Operations Managers,101280.0,2023,general operations managers
11-1021,General and Operations Managers,101280.0,2023,general operations managers
11-1030,Legislators,47290.0,2023,legislators
11-1031,Legislators,47290.0,2023,legislators
11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",139850.0,2023,advertising marketing promotions public relations sales managers
11-2010,Advertising and Promotions Managers,131870.0,2023,advertising promotions managers
11-2011,Advertising and Promotions Managers,131870.0,2023,advertising promotions managers
11-2020,Marketing and Sales Managers,141780.0,2023,marketing sales managers
11-2021,Marketing Managers,157620.0,2023,marketing managers
11-2022,Sales Managers,135160.0,2023,sales managers
11-2030,Public Relations and Fundraising Managers,130480.0,2023,public relations fundraising managers
11-2032,Public Relations Managers,134760.0,2023,public relations managers
11-2033,Fundraising Managers,119200.0,2023,fundraising managers
11-3000,Operations Specialties Managers,136170.0,2023,operations specialties managers
11-3010,Administrative Services and Facilities Managers,104900.0,2023,administrative services facilities managers
11-3012,Administrative Services Managers,106470.0,2023,administrative services managers
11-3013,Facilities Managers,102340.0,2023,facilities managers
11-3020,Computer and Information Systems Managers,169510.0,2023,computer information systems managers
11-3021,Computer and Information Systems Managers,169510.0,2023,computer information systems managers
11-3030,Financial Managers,156100.0,2023,financial managers
11-3031,Financial Managers,156100.0,2023,financial managers
11-3050,Industrial Production Managers,116970.0,2023,industrial production managers
11-3051,Industrial Production Managers,116970.0,2023,industrial production managers
11-3060,Purchasing Managers,136380.0,2023,purchasing managers
11-3061,Purchasing Managers,136380.0,2023,purchasing managers
11-3070,"Transportation, Storage, and Distribution Managers",99200.0,2023,transportation storage distribution managers
11-3071,"Transportation, Storage, and Distribution Managers",99200.0,2023,transportation storage distribution managers
11-3110,Compensation and Benefits Managers,136380.0,2023,compensation benefits managers
11-3111,Compensation and Benefits Managers,136380.0,2023,compensation benefits managers
11-3120,Human Resources Managers,136350.0,2023,human resources managers
11-3121,Human Resources Managers,136350.0,2023,human resources managers
11-3130,Training and Development Managers,125040.0,2023,training development managers
11-3131,Training and Development Managers,125040.0,2023,training development managers
11-9000,Other Management Occupations,102510.0,2023,other management occupations
11-9010,"Farmers, Ranchers, and Other Agricultural Managers",83770.0,2023,farmers ranchers other agricultural managers
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",83770.0,2023,farmers ranchers other agricultural managers
11-9020,Construction Managers,104900.0,2023,construction managers
11-9021,Construction Managers,104900.0,2023,construction managers
11-9030,Education and Childcare Administrators,99940.0,2023,education childcare administrators
11-9031,"Education and Childcare Administrators, Preschool and Daycare",54290.0,2023,education childcare administrators preschool daycare
11-9032,"Education Administrators, Kindergarten through Secondary",103460.0,2023,education administrators kindergarten through secondary
11-9033,"Education Administrators, Postsecondary",102610.0,2023,education administrators postsecondary
11-9039,"Education Administrators, All Other",88460.0,2023,education administrators all other
11-9040,Architectural and Engineering Managers,165370.0,2023,architectural engineering managers
11-9041,Architectural and Engineering Managers,165370.0,2023,architectural engineering managers
11-9050,Food Service Managers,63060.0,2023,food service managers
11-9051,Food Service Managers,63060.0,2023,food service managers
11-9070,Entertainment and Recreation Managers,75210.0,2023,entertainment recreation managers
11-9071,Gambling Managers,82380.0,2023,gambling managers
11-9072,"Entertainment and Recreation Managers, Except Gambling",73460.0,2023,entertainment recreation managers except gambling
11-9080,Lodging Managers,65360.0,2023,lodging managers
11-9081,Lodging Managers,65360.0,2023,lodging managers
11-9110,Medical and Health Services Managers,110680.0,2023,medical health services managers
11-9111,Medical and Health Services Managers,110680.0,2023,medical health services managers
11-9120,Natural Sciences Managers,157740.0,2023,natural sciences managers
11-9121,Natural Sciences Managers,157740.0,2023,natural sciences managers
11-9130,Postmasters and Mail Superintendents,88670.0,2023,postmasters mail superintendents
11-9131,Postmasters and Mail Superintendents,88670.0,2023,postmasters mail superintendents
11-9140,"Property, Real Estate, and Community Association Managers",62850.0,2023,property real estate community association managers
11-9141,"Property, Real Estate, and Community Association Managers",62850.0,2023,property real estate community association managers
11-9150,Social and Community Service Managers,77030.0,2023,social community service managers
11-9151,Social and Community Service Managers,77030.0,2023,social community service managers
11-9160,Emergency Management Directors,83960.0,2023,emergency management directors
11-9161,Emergency Management Directors,83960.0,2023,emergency management directors
11-9170,Personal Service Managers,64520.0,2023,personal service managers
11-9171,Funeral Home Managers,75660.0,2023,funeral home managers
11-9179,"Personal Service Managers, All Other",57570.0,2023,personal service managers all other
11-9190,Miscellaneous Managers,133560.0,2023,miscellaneous managers
11-9199,"Managers, All Other",133560.0,2023,managers all other
13-0000,Business and Financial Operations Occupations,79050.0,2023,business financial operations occupations
13-1000,Business Operations Specialists,78500.0,2023,business operations specialists
13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",84900.0,2023,agents business managers of artists performers athletes
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",84900.0,2023,agents business managers of artists performers athletes
13-1020,Buyers and Purchasing Agents,71950.0,2023,buyers purchasing agents
13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",75020.0,2023,claims adjusters appraisers examiners investigators
13-1031,"Claims Adjusters, Examiners, and Investigators",75050.0,2023,claims adjusters examiners investigators
13-1032,"Insurance Appraisers, Auto Damage",74520.0,2023,insurance appraisers auto damage
13-1040,Compliance Officers,75670.0,2023,compliance officers
13-1041,Compliance Officers,75670.0,2023,compliance officers
13-1050,Cost Estimators,74740.0,2023,cost estimators
13-1051,Cost Estimators,74740.0,2023,cost estimators
13-1070,Human Resources Workers,69520.0,2023,human resources workers
13-1071,Human Resources Specialists,67650.0,2023,human resources specialists
13-1074,Farm Labor Contractors,45730.0,2023,farm labor contractors
13-1075,Labor Relations Specialists,89980.0,2023,labor relations specialists
13-1080,Logisticians and Project Management Specialists,94630.0,2023,logisticians project management specialists
13-1081,Logisticians,79400.0,2023,logisticians
13-1082,Project Management Specialists,98580.0,2023,project management specialists
13-1110,Management Analysts,99410.0,2023,management analysts
13-1111,Management Analysts,99410.0,2023,management analysts
13-1120,"Meeting, Convention, and Event Planners",56920.0,2023,meeting convention event planners
13-1121,"Meeting, Convention, and Event Planners",56920.0,2023,meeting convention event planners
13-1130,Fundraisers,64160.0,2023,fundraisers
13-1131,Fundraisers,64160.0,2023,fundraisers
13-1140,"Compensation, Benefits, and Job Analysis Specialists",74530.0,2023,compensation benefits job analysis specialists
13-1141,"Compensation, Benefits, and Job Analysis Specialists",74530.0,2023,compensation benefits job analysis specialists
13-1150,Training and Development Specialists,64340.0,2023,training development specialists
13-1151,Training and Development Specialists,64340.0,2023,training development specialists
13-1160,Market Research Analysts and Marketing Specialists,74680.0,2023,market research analysts marketing specialists
13-1161,Market Research Analysts and Marketing Specialists,74680.0,2023,market research analysts marketing specialists
13-1190,Miscellaneous Business Operations Specialists,79590.0,2023,miscellaneous business operations specialists
13-1199,"Business Operations Specialists, All Other",79590.0,2023,business operations specialists all other
13-2000,Financial Specialists,80090.0,2023,financial specialists
13-2010,Accountants and Auditors,79880.0,2023,accountants auditors
13-2011,Accountants and Auditors,79880.0,2023,accountants auditors
13-2020,Property Appraisers and Assessors,61630.0,2023,property appraisers assessors
13-2030,Budget Analysts,84940.0,2023,budget analysts
13-2031,Budget Analysts,84940.0,2023,budget analysts
13-2040,Credit Analysts,79420.0,2023,credit analysts
13-2041,Credit Analysts,79420.0,2023,credit analysts
13-2050,Financial Analysts and Advisors,97450.0,2023,financial analysts advisors
13-2051,Financial and Investment Analysts,99010.0,2023,financial investment analysts
13-2052,Personal Financial Advisors,99580.0,2023,personal financial advisors
13-2053,Insurance Underwriters,77860.0,2023,insurance underwriters
13-2054,Financial Risk Specialists,106090.0,2023,financial risk specialists
13-2060,Financial Examiners,84300.0,2023,financial examiners
13-2061,Financial Examiners,84300.0,2023,financial examiners
13-2070,Credit Counselors and Loan Officers,65280.0,2023,credit counselors loan officers
13-2071,Credit Counselors,48570.0,2023,credit counselors
13-2072,Loan Officers,69990.0,2023,loan officers
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",54080.0,2023,tax examiners collectors preparers revenue agents
13-2081,"Tax Examiners and Collectors, and Revenue Agents",58530.0,2023,tax examiners collectors revenue agents
13-2082,Tax Preparers,49010.0,2023,tax preparers
13-2090,Miscellaneous Financial Specialists,78310.0,2023,miscellaneous financial specialists
13-2099,"Financial Specialists, All Other",78310.0,2023,financial specialists all other
15-0000,Computer and Mathematical Occupations,104200.0,2023,computer mathematical occupations
15-1200,Computer Occupations,104420.0,2023,computer occupations
15-1210,Computer and Information Analysts,105830.0,2023,computer information analysts
15-1211,Computer Systems Analysts,103800.0,2023,computer systems analysts
15-1212,Information Security Analysts,120360.0,2023,information security analysts
15-1220,Computer and Information Research Scientists,145080.0,2023,computer information research scientists
15-1221,Computer and Information Research Scientists,145080.0,2023,computer information research scientists
15-1230,Computer Support Specialists,60810.0,2023,computer support specialists
15-1231,Computer Network Support Specialists,71530.0,2023,computer network support specialists
15-1232,Computer User Support Specialists,59240.0,2023,computer user support specialists
15-1240,Database and Network Administrators and Architects,105720.0,2023,database network administrators architects
15-1241,Computer Network Architects,129840.0,2023,computer network architects
15-1242,Database Administrators,101510.0,2023,database administrators
15-1243,Database Architects,134700.0,2023,database architects
15-1244,Network and Computer Systems Administrators,95360.0,2023,network computer systems administrators
15-1250,"Software and Web Developers, Programmers, and Testers",127120.0,2023,software web developers programmers testers
15-1251,Computer Programmers,99700.0,2023,computer programmers
15-1252,Software Developers,132270.0,2023,software developers
15-1253,Software Quality Assurance Analysts and Testers,101800.0,2023,software quality assurance analysts testers
15-1254,Web Developers,84960.0,2023,web developers
15-1255,Web and Digital Interface Designers,98540.0,2023,web digital interface designers
15-1290,Miscellaneous Computer Occupations,104920.0,2023,miscellaneous computer occupations
15-1299,"Computer Occupations, All Other",104920.0,2023,computer occupations all other
15-2000,Mathematical Science Occupations,101460.0,2023,mathematical science occupations
15-2010,Actuaries,120000.0,2023,actuaries
15-2011,Actuaries,120000.0,2023,actuaries
15-2020,Mathematicians,116440.0,2023,mathematicians
15-2021,Mathematicians,116440.0,2023,mathematicians
15-2030,Operations Research Analysts,83640.0,2023,operations research analysts
15-2031,Operations Research Analysts,83640.0,2023,operations research analysts
15-2040,Statisticians,104110.0,2023,statisticians
15-2041,Statisticians,104110.0,2023,statisticians
15-2050,Data Scientists,108020.0,2023,data scientists
15-2051,Data Scientists,108020.0,2023,data scientists
15-2090,Miscellaneous Mathematical Science Occupations,70620.0,2023,miscellaneous mathematical science occupations
15-2099,"Mathematical Science Occupations, All Other",70620.0,2023,mathematical science occupations all other
17-0000,Architecture and Engineering Occupations,91420.0,2023,architecture engineering occupations
17-1000,"Architects, Surveyors, and Cartographers",80850.0,2023,architects surveyors cartographers
17-1010,"Architects, Except Naval",85800.0,2023,architects except naval
17-1011,"Architects, Except Landscape and Naval",93310.0,2023,architects except landscape naval
17-1012,Landscape Architects,79320.0,2023,landscape architects
17-1020,"Surveyors, Cartographers, and Photogrammetrists",70810.0,2023,surveyors cartographers photogrammetrists
17-1021,Cartographers and Photogrammetrists,76210.0,2023,cartographers photogrammetrists
17-1022,Surveyors,68540.0,2023,surveyors
17-2000,Engineers,102660.0,2023,engineers
17-2010,Aerospace Engineers,130720.0,2023,aerospace engineers
17-2011,Aerospace Engineers,130720.0,2023,aerospace engineers
17-2020,Agricultural Engineers,88750.0,2023,agricultural engineers
17-2021,Agricultural Engineers,88750.0,2023,agricultural engineers
17-2030,Bioengineers and Biomedical Engineers,100730.0,2023,bioengineers biomedical engineers
17-2031,Bioengineers and Biomedical Engineers,100730.0,2023,bioengineers biomedical engineers
17-2040,Chemical Engineers,112100.0,2023,chemical engineers
17-2041,Chemical Engineers,112100.0,2023,chemical engineers
17-2050,Civil Engineers,95890.0,2023,civil engineers
17-2051,Civil Engineers,95890.0,2023,civil engineers
17-2060,Computer Hardware Engineers,138080.0,2023,computer hardware engineers
17-2061,Computer Hardware Engineers,138080.0,2023,computer hardware engineers
17-2070,Electrical and Electronics Engineers,109010.0,2023,electrical electronics engineers
17-2071,Electrical Engineers,106950.0,2023,electrical engineers
17-2072,"Electronics Engineers, Except Computer",119200.0,2023,electronics engineers except computer
17-2080,Environmental Engineers,100090.0,2023,environmental engineers
17-2081,Environmental Engineers,100090.0,2023,environmental engineers
17-2110,"Industrial Engineers, Including Health and Safety",99500.0,2023,industrial engineers including health safety
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",103690.0,2023,health safety engineers except mining safety engineers inspectors
17-2112,Industrial Engineers,99380.0,2023,industrial engineers
17-2120,Marine Engineers and Naval Architects,100270.0,2023,marine engineers naval architects
17-2121,Marine Engineers and Naval Architects,100270.0,2023,marine engineers naval architects
17-2130,Materials Engineers,104100.0,2023,materials engineers
17-2131,Materials Engineers,104100.0,2023,materials engineers
17-2140,Mechanical Engineers,99510.0,2023,mechanical engineers
17-2141,Mechanical Engineers,99510.0,2023,mechanical engineers
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",100640.0,2023,mining geological engineers including mining safety engineers
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",100640.0,2023,mining geological engineers including mining safety engineers
17-2160,Nuclear Engineers,125460.0,2023,nuclear engineers
17-2161,Nuclear Engineers,125460.0,2023,nuclear engineers
17-2170,Petroleum Engineers,135690.0,2023,petroleum engineers
17-2171,Petroleum Engineers,135690.0,2023,petroleum engineers
17-2190,Miscellaneous Engineers,111970.0,2023,miscellaneous engineers
17-2199,"Engineers, All Other",111970.0,2023,engineers all other
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",63100.0,2023,drafters engineering technicians mapping technicians
17-3010,Drafters,62530.0,2023,drafters
17-3011,Architectural and Civil Drafters,61820.0,2023,architectural civil drafters
17-3012,Electrical and Electronics Drafters,69260.0,2023,electrical electronics drafters
17-3013,Mechanical Drafters,64060.0,2023,mechanical drafters
17-3019,"Drafters, All Other",59260.0,2023,drafters all other
17-3020,"Engineering Technologists and Technicians, Except Drafters",64840.0,2023,engineering technologists technicians except drafters
17-3021,Aerospace Engineering and Operations Technologists and Technicians,77830.0,2023,aerospace engineering operations technologists technicians
17-3022,Civil Engineering Technologists and Technicians,60700.0,2023,civil engineering technologists technicians
17-3023,Electrical and Electronic Engineering Technologists and Technicians,72800.0,2023,electrical electronic engineering technologists technicians
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,65080.0,2023,electro mechanical mechatronics technologists technicians
17-3025,Environmental Engineering Technologists and Technicians,54000.0,2023,environmental engineering technologists technicians
17-3026,Industrial Engineering Technologists and Technicians,62610.0,2023,industrial engineering technologists technicians
17-3027,Mechanical Engineering Technologists and Technicians,64020.0,2023,mechanical engineering technologists technicians
17-3028,Calibration Technologists and Technicians,62790.0,2023,calibration technologists technicians
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",73500.0,2023,engineering technologists technicians except drafters all other
17-3030,Surveying and Mapping Technicians,48940.0,2023,surveying mapping technicians
17-3031,Surveying and Mapping Technicians,48940.0,2023,surveying mapping technicians
19-0000,"Life, Physical, and Social Science Occupations",78280.0,2023,life physical social science occupations
19-1000,Life Scientists,88620.0,2023,life scientists
19-1010,Agricultural and Food Scientists,76400.0,2023,agricultural food scientists
19-1011,Animal Scientists,70140.0,2023,animal scientists
19-1012,Food Scientists and Technologists,82090.0,2023,food scientists technologists
19-1013,Soil and Plant Scientists,68240.0,2023,soil plant scientists
19-1020,Biological Scientists,91790.0,2023,biological scientists
19-1021,Biochemists and Biophysicists,107460.0,2023,biochemists biophysicists
19-1022,Microbiologists,85470.0,2023,microbiologists
19-1023,Zoologists and Wildlife Biologists,70600.0,2023,zoologists wildlife biologists
19-1029,"Biological Scientists, All Other",91100.0,2023,biological scientists all other
19-1030,Conservation Scientists and Foresters,68300.0,2023,conservation scientists foresters
19-1031,Conservation Scientists,68750.0,2023,conservation scientists
19-1032,Foresters,67330.0,2023,foresters
19-1040,Medical Scientists,99980.0,2023,medical scientists
19-1041,Epidemiologists,81390.0,2023,epidemiologists
19-1042,"Medical Scientists, Except Epidemiologists",100890.0,2023,medical scientists except epidemiologists
19-1090,Miscellaneous Life Scientists,86950.0,2023,miscellaneous life scientists
19-1099,"Life Scientists, All Other",86950.0,2023,life scientists all other
19-2000,Physical Scientists,89350.0,2023,physical scientists
19-2010,Astronomers and Physicists,149530.0,2023,astronomers physicists
19-2011,Astronomers,127930.0,2023,astronomers
19-2012,Physicists,155680.0,2023,physicists
19-2020,Atmospheric and Space Scientists,92860.0,2023,atmospheric space scientists
19-2021,Atmospheric and Space Scientists,92860.0,2023,atmospheric space scientists
19-2030,Chemists and Materials Scientists,87180.0,2023,chemists materials scientists
19-2031,Chemists,84680.0,2023,chemists
19-2032,Materials Scientists,106160.0,2023,materials scientists
19-2040,Environmental Scientists and Geoscientists,81360.0,2023,environmental scientists geoscientists
19-2041,"Environmental Scientists and Specialists, Including Health",78980.0,2023,environmental scientists specialists including health
19-2042,"Geoscientists, Except Hydrologists and Geographers",92580.0,2023,geoscientists except hydrologists geographers
19-2043,Hydrologists,88770.0,2023,hydrologists
19-2090,Miscellaneous Physical Scientists,112280.0,2023,miscellaneous physical scientists
19-2099,"Physical Scientists, All Other",112280.0,2023,physical scientists all other
19-3000,Social Scientists and Related Workers,89440.0,2023,social scientists related workers
19-3010,Economists,115730.0,2023,economists
19-3011,Economists,115730.0,2023,economists
19-3020,Survey Researchers,60960.0,2023,survey researchers
19-3022,Survey Researchers,60960.0,2023,survey researchers
19-3030,Psychologists,92740.0,2023,psychologists
19-3032,Industrial-Organizational Psychologists,147420.0,2023,industrial organizational psychologists
19-3033,Clinical and Counseling Psychologists,96100.0,2023,clinical counseling psychologists
19-3034,School Psychologists,84940.0,2023,school psychologists
19-3039,"Psychologists, All Other",117750.0,2023,psychologists all other
19-3040,Sociologists,101770.0,2023,sociologists
19-3041,Sociologists,101770.0,2023,sociologists
19-3050,Urban and Regional Planners,81800.0,2023,urban regional planners
19-3051,Urban and Regional Planners,81800.0,2023,urban regional planners
19-3090,Miscellaneous Social Scientists and Related Workers,91210.0,2023,miscellaneous social scientists related workers
19-3091,Anthropologists and Archeologists,63800.0,2023,anthropologists archeologists
19-3092,Geographers,90880.0,2023,geographers
19-3093,Historians,72890.0,2023,historians
19-3094,Political Scientists,132350.0,2023,political scientists
19-3099,"Social Scientists and Related Workers, All Other",95890.0,2023,social scientists related workers all other
19-4000,"Life, Physical, and Social Science Technicians",53700.0,2023,life physical social science technicians
19-4010,Agricultural and Food Science Technicians,47010.0,2023,agricultural food science technicians
19-4012,Agricultural Technicians,43180.0,2023,agricultural technicians
19-4013,Food Science Technicians,49090.0,2023,food science technicians
19-4020,Biological Technicians,51430.0,2023,biological technicians
19-4021,Biological Technicians,51430.0,2023,biological technicians
19-4030,Chemical Technicians,56750.0,2023,chemical technicians
19-4031,Chemical Technicians,56750.0,2023,chemical technicians
19-4040,Environmental Science and Geoscience Technicians,51220.0,2023,environmental science geoscience technicians
19-4042,"Environmental Science and Protection Technicians, Including Health",50660.0,2023,environmental science protection technicians including health
19-4043,"Geological Technicians, Except Hydrologic Technicians",52440.0,2023,geological technicians except hydrologic technicians
19-4044,Hydrologic Technicians,55890.0,2023,hydrologic technicians
19-4050,Nuclear Technicians,101740.0,2023,nuclear technicians
19-4051,Nuclear Technicians,101740.0,2023,nuclear technicians
19-4060,Social Science Research Assistants,56400.0,2023,social science research assistants
19-4061,Social Science Research Assistants,56400.0,2023,social science research assistants
19-4070,Forest and Conservation Technicians,51880.0,2023,forest conservation technicians
19-4071,Forest and Conservation Technicians,51880.0,2023,forest conservation technicians
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",59800.0,2023,miscellaneous life physical social science technicians
19-4092,Forensic Science Technicians,64940.0,2023,forensic science technicians
19-4099,"Life, Physical, and Social Science Technicians, All Other",58350.0,2023,life physical social science technicians all other
19-5000,Occupational Health and Safety Specialists and Technicians,77580.0,2023,occupational health safety specialists technicians
19-5010,Occupational Health and Safety Specialists and Technicians,77580.0,2023,occupational health safety specialists technicians
19-5011,Occupational Health and Safety Specialists,81140.0,2023,occupational health safety specialists
19-5012,Occupational Health and Safety Technicians,57920.0,2023,occupational health safety technicians
21-0000,Community and Social Service Occupations,52000.0,2023,community social service occupations
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",51970.0,2023,counselors social workers other community social service specialists
21-1010,Counselors,56470.0,2023,counselors
21-1012,"Educational, Guidance, and Career Counselors and Advisors",61710.0,2023,educational guidance career counselors advisors
21-1013,Marriage and Family Therapists,58510.0,2023,marriage family therapists
21-1015,Rehabilitation Counselors,44040.0,2023,rehabilitation counselors
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",53710.0,2023,substance abuse behavioral disorder mental health counselors
21-1019,"Counselors, All Other",46130.0,2023,counselors all other
21-1020,Social Workers,58380.0,2023,social workers
21-1021,"Child, Family, and School Social Workers",53940.0,2023,child family school social workers
21-1022,Healthcare Social Workers,62940.0,2023,healthcare social workers
21-1023,Mental Health and Substance Abuse Social Workers,55960.0,2023,mental health substance abuse social workers
21-1029,"Social Workers, All Other",63770.0,2023,social workers all other
21-1090,Miscellaneous Community and Social Service Specialists,46250.0,2023,miscellaneous community social service specialists
21-1091,Health Education Specialists,62860.0,2023,health education specialists
21-1092,Probation Officers and Correctional Treatment Specialists,61800.0,2023,probation officers correctional treatment specialists
21-1093,Social and Human Service Assistants,41410.0,2023,social human service assistants
21-1094,Community Health Workers,48200.0,2023,community health workers
21-1099,"Community and Social Service Specialists, All Other",49690.0,2023,community social service specialists all other
21-2000,Religious Workers,54180.0,2023,religious workers
21-2010,Clergy,58920.0,2023,clergy
21-2011,Clergy,58920.0,2023,clergy
21-2020,"Directors, Religious Activities and Education",50140.0,2023,directors religious activities education
21-2021,"Directors, Religious Activities and Education",50140.0,2023,directors religious activities education
21-2090,Miscellaneous Religious Workers,37960.0,2023,miscellaneous religious workers
21-2099,"Religious Workers, All Other",37960.0,2023,religious workers all other
23-0000,Legal Occupations,99220.0,2023,legal occupations
23-1000,"Lawyers, Judges, and Related Workers",140320.0,2023,lawyers judges related workers
23-1010,Lawyers and Judicial Law Clerks,142440.0,2023,lawyers judicial law clerks
23-1011,Lawyers,145760.0,2023,lawyers
23-1012,Judicial Law Clerks,57490.0,2023,judicial law clerks
23-1020,"Judges, Magistrates, and Other Judicial Workers",120140.0,2023,judges magistrates other judicial workers
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",111090.0,2023,administrative law judges adjudicators hearing officers
23-1022,"Arbitrators, Mediators, and Conciliators",71540.0,2023,arbitrators mediators conciliators
23-1023,"Judges, Magistrate Judges, and Magistrates",148910.0,2023,judges magistrate judges magistrates
23-2000,Legal Support Workers,60690.0,2023,legal support workers
23-2010,Paralegals and Legal Assistants,60970.0,2023,paralegals legal assistants
23-2011,Paralegals and Legal Assistants,60970.0,2023,paralegals legal assistants
23-2090,Miscellaneous Legal Support Workers,59380.0,2023,miscellaneous legal support workers
23-2093,"Title Examiners, Abstractors, and Searchers",53550.0,2023,title examiners abstractors searchers
23-2099,"Legal Support Workers, All Other",67700.0,2023,legal support workers all other
25-0000,Educational Instruction and Library Occupations,59940.0,2023,educational instruction library occupations
25-1000,Postsecondary Teachers,82270.0,2023,postsecondary teachers
25-1010,"Business Teachers, Postsecondary",97130.0,2023,business teachers postsecondary
