occupation_code,occupation_name,employment,year,occ_clean
43-2090,Miscellaneous Communications Equipment Operators,1380.0,2023,miscellaneous communications equipment operators
43-2099,"Communications Equipment Operators, All Other",1380.0,2023,communications equipment operators all other
43-3000,Financial Clerks,2739760.0,2023,financial clerks
43-3010,Bill and Account Collectors,190910.0,2023,bill account collectors
43-3011,Bill and Account Collectors,190910.0,2023,bill account collectors
43-3020,Billing and Posting Clerks,430220.0,2023,billing posting clerks
43-3021,Billing and Posting Clerks,430220.0,2023,billing posting clerks
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",1501910.0,2023,bookkeeping accounting auditing clerks
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1501910.0,2023,bookkeeping accounting auditing clerks
43-3040,Gambling Cage Workers,12560.0,2023,gambling cage workers
43-3041,Gambling Cage Workers,12560.0,2023,gambling cage workers
43-3050,Payroll and Timekeeping Clerks,157230.0,2023,payroll timekeeping clerks
43-3051,Payroll and Timekeeping Clerks,157230.0,2023,payroll timekeeping clerks
43-3060,Procurement Clerks,61580.0,2023,procurement clerks
43-3061,Procurement Clerks,61580.0,2023,procurement clerks
43-3070,Tellers,340820.0,2023,tellers
43-3071,Tellers,340820.0,2023,tellers
43-3090,Miscellaneous Financial Clerks,44520.0,2023,miscellaneous financial clerks
43-3099,"Financial Clerks, All Other",44520.0,2023,financial clerks all other
43-4000,Information and Record Clerks,5537420.0,2023,information record clerks
43-4010,Brokerage Clerks,48060.0,2023,brokerage clerks
43-4011,Brokerage Clerks,48060.0,2023,brokerage clerks
43-4020,Correspondence Clerks,4650.0,2023,correspondence clerks
43-4021,Correspondence Clerks,4650.0,2023,correspondence clerks
43-4030,"Court, Municipal, and License Clerks",157960.0,2023,court municipal license clerks
43-4031,"Court, Municipal, and License Clerks",157960.0,2023,court municipal license clerks
43-4040,"Credit Authorizers, Checkers, and Clerks",14290.0,2023,credit authorizers checkers clerks
43-4041,"Credit Authorizers, Checkers, and Clerks",14290.0,2023,credit authorizers checkers clerks
43-4050,Customer Service Representatives,2858710.0,2023,customer service representatives
43-4051,Customer Service Representatives,2858710.0,2023,customer service representatives
43-4060,"Eligibility Interviewers, Government Programs",150190.0,2023,eligibility interviewers government programs
43-4061,"Eligibility Interviewers, Government Programs",150190.0,2023,eligibility interviewers government programs
43-4070,File Clerks,82290.0,2023,file clerks
43-4071,File Clerks,82290.0,2023,file clerks
43-4080,"Hotel, Motel, and Resort Desk Clerks",263800.0,2023,hotel motel resort desk clerks
43-4081,"Hotel, Motel, and Resort Desk Clerks",263800.0,2023,hotel motel resort desk clerks
43-4110,"Interviewers, Except Eligibility and Loan",160550.0,2023,interviewers except eligibility loan
43-4111,"Interviewers, Except Eligibility and Loan",160550.0,2023,interviewers except eligibility loan
43-4120,"Library Assistants, Clerical",83680.0,2023,library assistants clerical
43-4121,"Library Assistants, Clerical",83680.0,2023,library assistants clerical
43-4130,Loan Interviewers and Clerks,203940.0,2023,loan interviewers clerks
43-4131,Loan Interviewers and Clerks,203940.0,2023,loan interviewers clerks
43-4140,New Accounts Clerks,41180.0,2023,new accounts clerks
43-4141,New Accounts Clerks,41180.0,2023,new accounts clerks
43-4150,Order Clerks,91830.0,2023,order clerks
43-4151,Order Clerks,91830.0,2023,order clerks
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",101440.0,2023,human resources assistants except payroll timekeeping
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",101440.0,2023,human resources assistants except payroll timekeeping
43-4170,Receptionists and Information Clerks,1003820.0,2023,receptionists information clerks
43-4171,Receptionists and Information Clerks,1003820.0,2023,receptionists information clerks
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,119270.0,2023,reservation transportation ticket agents travel clerks
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,119270.0,2023,reservation transportation ticket agents travel clerks
43-4190,Miscellaneous Information and Record Clerks,151760.0,2023,miscellaneous information record clerks
43-4199,"Information and Record Clerks, All Other",151760.0,2023,information record clerks all other
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2316650.0,2023,material recording scheduling dispatching distributing workers
43-5010,Cargo and Freight Agents,105220.0,2023,cargo freight agents
43-5011,Cargo and Freight Agents,105220.0,2023,cargo freight agents
43-5020,Couriers and Messengers,72010.0,2023,couriers messengers
43-5021,Couriers and Messengers,72010.0,2023,couriers messengers
43-5030,Dispatchers,303910.0,2023,dispatchers
43-5031,Public Safety Telecommunicators,97820.0,2023,public safety telecommunicators
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",206090.0,2023,dispatchers except police fire ambulance
43-5040,"Meter Readers, Utilities",19900.0,2023,meter readers utilities
43-5041,"Meter Readers, Utilities",19900.0,2023,meter readers utilities
43-5050,Postal Service Workers,526260.0,2023,postal service workers
43-5051,Postal Service Clerks,78130.0,2023,postal service clerks
43-5052,Postal Service Mail Carriers,331600.0,2023,postal service mail carriers
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",116540.0,2023,postal service mail sorters processors processing machine operators
43-5060,"Production, Planning, and Expediting Clerks",393980.0,2023,production planning expediting clerks
43-5061,"Production, Planning, and Expediting Clerks",393980.0,2023,production planning expediting clerks
43-5070,"Shipping, Receiving, and Inventory Clerks",844120.0,2023,shipping receiving inventory clerks
43-5071,"Shipping, Receiving, and Inventory Clerks",844120.0,2023,shipping receiving inventory clerks
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",51250.0,2023,weighers measurers checkers samplers recordkeeping
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",51250.0,2023,weighers measurers checkers samplers recordkeeping
43-6000,Secretaries and Administrative Assistants,3171290.0,2023,secretaries administrative assistants
43-6010,Secretaries and Administrative Assistants,3171290.0,2023,secretaries administrative assistants
43-6011,Executive Secretaries and Executive Administrative Assistants,483570.0,2023,executive secretaries executive administrative assistants
43-6012,Legal Secretaries and Administrative Assistants,152790.0,2023,legal secretaries administrative assistants
43-6013,Medical Secretaries and Administrative Assistants,749500.0,2023,medical secretaries administrative assistants
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1785430.0,2023,secretaries administrative assistants except legal medical executive
43-9000,Other Office and Administrative Support Workers,3213950.0,2023,other office administrative support workers
43-9020,Data Entry and Information Processing Workers,191430.0,2023,data entry information processing workers
43-9021,Data Entry Keyers,154230.0,2023,data entry keyers
43-9022,Word Processors and Typists,37200.0,2023,word processors typists
43-9030,Desktop Publishers,5220.0,2023,desktop publishers
43-9031,Desktop Publishers,5220.0,2023,desktop publishers
43-9040,Insurance Claims and Policy Processing Clerks,241650.0,2023,insurance claims policy processing clerks
43-9041,Insurance Claims and Policy Processing Clerks,241650.0,2023,insurance claims policy processing clerks
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",66600.0,2023,mail clerks mail machine operators except postal service
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",66600.0,2023,mail clerks mail machine operators except postal service
43-9060,"Office Clerks, General",2496370.0,2023,office clerks general
43-9061,"Office Clerks, General",2496370.0,2023,office clerks general
43-9070,"Office Machine Operators, Except Computer",27960.0,2023,office machine operators except computer
43-9071,"Office Machine Operators, Except Computer",27960.0,2023,office machine operators except computer
43-9080,Proofreaders and Copy Markers,5490.0,2023,proofreaders copy markers
43-9081,Proofreaders and Copy Markers,5490.0,2023,proofreaders copy markers
43-9110,Statistical Assistants,7200.0,2023,statistical assistants
43-9111,Statistical Assistants,7200.0,2023,statistical assistants
43-9190,Miscellaneous Office and Administrative Support Workers,172020.0,2023,miscellaneous office administrative support workers
43-9199,"Office and Administrative Support Workers, All Other",172020.0,2023,office administrative support workers all other
45-0000,"Farming, Fishing, and Forestry Occupations",432200.0,2023,farming fishing forestry occupations
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",27150.0,2023,supervisors of farming fishing forestry workers
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27150.0,2023,first line supervisors of farming fishing forestry workers
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27150.0,2023,first line supervisors of farming fishing forestry workers
45-2000,Agricultural Workers,363710.0,2023,agricultural workers
45-2010,Agricultural Inspectors,12660.0,2023,agricultural inspectors
45-2011,Agricultural Inspectors,12660.0,2023,agricultural inspectors
45-2020,Animal Breeders,1360.0,2023,animal breeders
45-2021,Animal Breeders,1360.0,2023,animal breeders
45-2040,"Graders and Sorters, Agricultural Products",23430.0,2023,graders sorters agricultural products
45-2041,"Graders and Sorters, Agricultural Products",23430.0,2023,graders sorters agricultural products
45-2090,Miscellaneous Agricultural Workers,326260.0,2023,miscellaneous agricultural workers
45-2091,Agricultural Equipment Operators,28910.0,2023,agricultural equipment operators
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",258730.0,2023,farmworkers laborers crop nursery greenhouse
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",32590.0,2023,farmworkers farm ranch aquacultural animals
45-2099,"Agricultural Workers, All Other",6040.0,2023,agricultural workers all other
45-4000,"Forest, Conservation, and Logging Workers",40450.0,2023,forest conservation logging workers
45-4010,Forest and Conservation Workers,5750.0,2023,forest conservation workers
45-4011,Forest and Conservation Workers,5750.0,2023,forest conservation workers
45-4020,Logging Workers,34710.0,2023,logging workers
45-4021,Fallers,4800.0,2023,fallers
45-4022,Logging Equipment Operators,23720.0,2023,logging equipment operators
45-4023,Log Graders and Scalers,3640.0,2023,log graders scalers
45-4029,"Logging Workers, All Other",2540.0,2023,logging workers all other
47-0000,Construction and Extraction Occupations,6225630.0,2023,construction extraction occupations
47-1000,Supervisors of Construction and Extraction Workers,777420.0,2023,supervisors of construction extraction workers
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,777420.0,2023,first line supervisors of construction trades extraction workers
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,777420.0,2023,first line supervisors of construction trades extraction workers
47-2000,Construction Trades Workers,4588620.0,2023,construction trades workers
47-2010,Boilermakers,11130.0,2023,boilermakers
47-2011,Boilermakers,11130.0,2023,boilermakers
47-2020,"Brickmasons, Blockmasons, and Stonemasons",66630.0,2023,brickmasons blockmasons stonemasons
47-2021,Brickmasons and Blockmasons,56830.0,2023,brickmasons blockmasons
47-2022,Stonemasons,9790.0,2023,stonemasons
47-2030,Carpenters,700290.0,2023,carpenters
47-2031,Carpenters,700290.0,2023,carpenters
47-2040,"Carpet, Floor, and Tile Installers and Finishers",88200.0,2023,carpet floor tile installers finishers
47-2041,Carpet Installers,15560.0,2023,carpet installers
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",25150.0,2023,floor layers except carpet wood hard tiles
47-2043,Floor Sanders and Finishers,5070.0,2023,floor sanders finishers
47-2044,Tile and Stone Setters,42420.0,2023,tile stone setters
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",205010.0,2023,cement masons concrete finishers terrazzo workers
47-2051,Cement Masons and Concrete Finishers,203560.0,2023,cement masons concrete finishers
47-2053,Terrazzo Workers and Finishers,1460.0,2023,terrazzo workers finishers
47-2060,Construction Laborers,1019090.0,2023,construction laborers
47-2061,Construction Laborers,1019090.0,2023,construction laborers
47-2070,Construction Equipment Operators,496460.0,2023,construction equipment operators
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",43080.0,2023,paving surfacing tamping equipment operators
47-2072,Pile Driver Operators,3010.0,2023,pile driver operators
47-2073,Operating Engineers and Other Construction Equipment Operators,450370.0,2023,operating engineers other construction equipment operators
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",106420.0,2023,drywall installers ceiling tile installers tapers
47-2081,Drywall and Ceiling Tile Installers,90860.0,2023,drywall ceiling tile installers
47-2082,Tapers,15560.0,2023,tapers
47-2110,Electricians,712580.0,2023,electricians
47-2111,Electricians,712580.0,2023,electricians
47-2120,Glaziers,53390.0,2023,glaziers
47-2121,Glaziers,53390.0,2023,glaziers
47-2130,Insulation Workers,61360.0,2023,insulation workers
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",38510.0,2023,insulation workers floor ceiling wall
47-2132,"Insulation Workers, Mechanical",22850.0,2023,insulation workers mechanical
47-2140,Painters and Paperhangers,217730.0,2023,painters paperhangers
47-2141,"Painters, Construction and Maintenance",215910.0,2023,painters construction maintenance
47-2142,Paperhangers,1830.0,2023,paperhangers
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",471000.0,2023,pipelayers plumbers pipefitters steamfitters
47-2151,Pipelayers,34840.0,2023,pipelayers
47-2152,"Plumbers, Pipefitters, and Steamfitters",436160.0,2023,plumbers pipefitters steamfitters
47-2160,Plasterers and Stucco Masons,22310.0,2023,plasterers stucco masons
47-2161,Plasterers and Stucco Masons,22310.0,2023,plasterers stucco masons
47-2170,Reinforcing Iron and Rebar Workers,17400.0,2023,reinforcing iron rebar workers
47-2171,Reinforcing Iron and Rebar Workers,17400.0,2023,reinforcing iron rebar workers
47-2180,Roofers,135140.0,2023,roofers
47-2181,Roofers,135140.0,2023,roofers
47-2210,Sheet Metal Workers,116190.0,2023,sheet metal workers
47-2211,Sheet Metal Workers,116190.0,2023,sheet metal workers
47-2220,Structural Iron and Steel Workers,63780.0,2023,structural iron steel workers
47-2221,Structural Iron and Steel Workers,63780.0,2023,structural iron steel workers
47-2230,Solar Photovoltaic Installers,24510.0,2023,solar photovoltaic installers
47-2231,Solar Photovoltaic Installers,24510.0,2023,solar photovoltaic installers
47-3000,"Helpers, Construction Trades",191670.0,2023,helpers construction trades
47-3010,"Helpers, Construction Trades",191670.0,2023,helpers construction trades
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",16460.0,2023,helpers  brickmasons blockmasons stonemasons tile marble setters
47-3012,Helpers--Carpenters,21770.0,2023,helpers  carpenters
47-3013,Helpers--Electricians,68670.0,2023,helpers  electricians
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7700.0,2023,helpers  painters paperhangers plasterers stucco masons
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",45300.0,2023,helpers  pipelayers plumbers pipefitters steamfitters
47-3016,Helpers--Roofers,4540.0,2023,helpers  roofers
47-3019,"Helpers, Construction Trades, All Other",27250.0,2023,helpers construction trades all other
47-4000,Other Construction and Related Workers,455520.0,2023,other construction related workers
47-4010,Construction and Building Inspectors,133640.0,2023,construction building inspectors
47-4011,Construction and Building Inspectors,133640.0,2023,construction building inspectors
47-4020,Elevator and Escalator Installers and Repairers,23990.0,2023,elevator escalator installers repairers
47-4021,Elevator and Escalator Installers and Repairers,23990.0,2023,elevator escalator installers repairers
47-4030,Fence Erectors,21470.0,2023,fence erectors
47-4031,Fence Erectors,21470.0,2023,fence erectors
47-4040,Hazardous Materials Removal Workers,49960.0,2023,hazardous materials removal workers
47-4041,Hazardous Materials Removal Workers,49960.0,2023,hazardous materials removal workers
47-4050,Highway Maintenance Workers,150860.0,2023,highway maintenance workers
47-4051,Highway Maintenance Workers,150860.0,2023,highway maintenance workers
47-4060,Rail-Track Laying and Maintenance Equipment Operators,18770.0,2023,rail track laying maintenance equipment operators
47-4061,Rail-Track Laying and Maintenance Equipment Operators,18770.0,2023,rail track laying maintenance equipment operators
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,27900.0,2023,septic tank servicers sewer pipe cleaners
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,27900.0,2023,septic tank servicers sewer pipe cleaners
47-4090,Miscellaneous Construction and Related Workers,28930.0,2023,miscellaneous construction related workers
47-5000,Extraction Workers,212390.0,2023,extraction workers
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",69840.0,2023,derrick rotary drill service unit operators oil gas
47-5011,"Derrick Operators, Oil and Gas",11510.0,2023,derrick operators oil gas
47-5012,"Rotary Drill Operators, Oil and Gas",12180.0,2023,rotary drill operators oil gas
47-5013,"Service Unit Operators, Oil and Gas",46150.0,2023,service unit operators oil gas
47-5020,Surface Mining Machine Operators and Earth Drillers,50640.0,2023,surface mining machine operators earth drillers
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",32630.0,2023,excavating loading machine dragline operators surface mining
47-5023,"Earth Drillers, Except Oil and Gas",18010.0,2023,earth drillers except oil gas
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",4610.0,2023,explosives workers ordnance handling experts blasters
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",4610.0,2023,explosives workers ordnance handling experts blasters
47-5040,Underground Mining Machine Operators,25390.0,2023,underground mining machine operators
47-5041,Continuous Mining Machine Operators,15700.0,2023,continuous mining machine operators
47-5043,"Roof Bolters, Mining",1960.0,2023,roof bolters mining
47-5044,"Loading and Moving Machine Operators, Underground Mining",5160.0,2023,loading moving machine operators underground mining
47-5049,"Underground Mining Machine Operators, All Other",2560.0,2023,underground mining machine operators all other
47-5050,"Rock Splitters, Quarry",3610.0,2023,rock splitters quarry
47-5051,"Rock Splitters, Quarry",3610.0,2023,rock splitters quarry
47-5070,"Roustabouts, Oil and Gas",43830.0,2023,roustabouts oil gas
47-5071,"Roustabouts, Oil and Gas",43830.0,2023,roustabouts oil gas
47-5080,Helpers--Extraction Workers,7360.0,2023,helpers  extraction workers
47-5081,Helpers--Extraction Workers,7360.0,2023,helpers  extraction workers
47-5090,Miscellaneous Extraction Workers,7120.0,2023,miscellaneous extraction workers
47-5099,"Extraction Workers, All Other",7120.0,2023,extraction workers all other
49-0000,"Installation, Maintenance, and Repair Occupations",5989460.0,2023,installation maintenance repair occupations
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",589880.0,2023,supervisors of installation maintenance repair workers
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",589880.0,2023,first line supervisors of mechanics installers repairers
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",589880.0,2023,first line supervisors of mechanics installers repairers
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",494550.0,2023,electrical electronic equipment mechanics installers repairers
49-2010,"Computer, Automated Teller, and Office Machine Repairers",77580.0,2023,computer automated teller office machine repairers
49-2011,"Computer, Automated Teller, and Office Machine Repairers",77580.0,2023,computer automated teller office machine repairers
49-2020,Radio and Telecommunications Equipment Installers and Repairers,171480.0,2023,radio telecommunications equipment installers repairers
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11810.0,2023,radio cellular tower equipment installers repairers
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",159670.0,2023,telecommunications equipment installers repairers except line installers
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",245480.0,2023,miscellaneous electrical electronic equipment mechanics installers repairers
49-2091,Avionics Technicians,21280.0,2023,avionics technicians
49-2092,"Electric Motor, Power Tool, and Related Repairers",16010.0,2023,electric motor power tool related repairers
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7920.0,2023,electrical electronics installers repairers transportation equipment
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58320.0,2023,electrical electronics repairers commercial industrial equipment
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",24790.0,2023,electrical electronics repairers powerhouse substation relay
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",8900.0,2023,electronic equipment installers repairers motor vehicles
49-2097,Audiovisual Equipment Installers and Repairers,24720.0,2023,audiovisual equipment installers repairers
49-2098,Security and Fire Alarm Systems Installers,83540.0,2023,security fire alarm systems installers
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1708100.0,2023,vehicle mobile equipment mechanics installers repairers
49-3010,Aircraft Mechanics and Service Technicians,137630.0,2023,aircraft mechanics service technicians
49-3011,Aircraft Mechanics and Service Technicians,137630.0,2023,aircraft mechanics service technicians
49-3020,Automotive Technicians and Repairers,845360.0,2023,automotive technicians repairers
49-3021,Automotive Body and Related Repairers,151910.0,2023,automotive body related repairers
49-3022,Automotive Glass Installers and Repairers,16890.0,2023,automotive glass installers repairers
49-3023,Automotive Service Technicians and Mechanics,676570.0,2023,automotive service technicians mechanics
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,285030.0,2023,bus truck mechanics diesel engine specialists
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,285030.0,2023,bus truck mechanics diesel engine specialists
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,233590.0,2023,heavy vehicle mobile equipment service technicians mechanics
49-3041,Farm Equipment Mechanics and Service Technicians,36830.0,2023,farm equipment mechanics service technicians
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",177280.0,2023,mobile heavy equipment mechanics except engines
49-3043,Rail Car Repairers,19480.0,2023,rail car repairers
49-3050,Small Engine Mechanics,73630.0,2023,small engine mechanics
49-3051,Motorboat Mechanics and Service Technicians,23230.0,2023,motorboat mechanics service technicians
49-3052,Motorcycle Mechanics,14330.0,2023,motorcycle mechanics
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,36080.0,2023,outdoor power equipment other small engine mechanics
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",132860.0,2023,miscellaneous vehicle mobile equipment mechanics installers repairers
49-3091,Bicycle Repairers,13980.0,2023,bicycle repairers
49-3092,Recreational Vehicle Service Technicians,17360.0,2023,recreational vehicle service technicians
49-3093,Tire Repairers and Changers,101520.0,2023,tire repairers changers
49-9000,"Other Installation, Maintenance, and Repair Occupations",3196930.0,2023,other installation maintenance repair occupations
49-9010,Control and Valve Installers and Repairers,75570.0,2023,control valve installers repairers
49-9011,Mechanical Door Repairers,27800.0,2023,mechanical door repairers
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",47780.0,2023,control valve installers repairers except mechanical door
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",397450.0,2023,heating air conditioning refrigeration mechanics installers
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",397450.0,2023,heating air conditioning refrigeration mechanics installers
49-9030,Home Appliance Repairers,29950.0,2023,home appliance repairers
49-9031,Home Appliance Repairers,29950.0,2023,home appliance repairers
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",509160.0,2023,industrial machinery installation repair maintenance workers
49-9041,Industrial Machinery Mechanics,412650.0,2023,industrial machinery mechanics
49-9043,"Maintenance Workers, Machinery",58040.0,2023,maintenance workers machinery
49-9044,Millwrights,37930.0,2023,millwrights
49-9045,"Refractory Materials Repairers, Except Brickmasons",540.0,2023,refractory materials repairers except brickmasons
49-9050,Line Installers and Repairers,219120.0,2023,line installers repairers
49-9051,Electrical Power-Line Installers and Repairers,120170.0,2023,electrical power line installers repairers
49-9052,Telecommunications Line Installers and Repairers,98950.0,2023,telecommunications line installers repairers
49-9060,Precision Instrument and Equipment Repairers,85320.0,2023,precision instrument equipment repairers
49-9061,Camera and Photographic Equipment Repairers,2540.0,2023,camera photographic equipment repairers
49-9062,Medical Equipment Repairers,64400.0,2023,medical equipment repairers
49-9063,Musical Instrument Repairers and Tuners,6170.0,2023,musical instrument repairers tuners
49-9064,Watch and Clock Repairers,1880.0,2023,watch clock repairers
49-9069,"Precision Instrument and Equipment Repairers, All Other",10330.0,2023,precision instrument equipment repairers all other
49-9070,"Maintenance and Repair Workers, General",1503150.0,2023,maintenance repair workers general
49-9071,"Maintenance and Repair Workers, General",1503150.0,2023,maintenance repair workers general
49-9080,Wind Turbine Service Technicians,9800.0,2023,wind turbine service technicians
49-9081,Wind Turbine Service Technicians,9800.0,2023,wind turbine service technicians
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",367420.0,2023,miscellaneous installation maintenance repair workers
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",36100.0,2023,coin vending amusement machine servicers repairers
49-9092,Commercial Divers,2790.0,2023,commercial divers
49-9094,Locksmiths and Safe Repairers,14790.0,2023,locksmiths safe repairers
49-9095,Manufactured Building and Mobile Home Installers,2910.0,2023,manufactured building mobile home installers
49-9096,Riggers,23870.0,2023,riggers
49-9097,Signal and Track Switch Repairers,9200.0,2023,signal track switch repairers
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",101890.0,2023,helpers  installation maintenance repair workers
49-9099,"Installation, Maintenance, and Repair Workers, All Other",175860.0,2023,installation maintenance repair workers all other
51-0000,Production Occupations,8770170.0,2023,production occupations
51-1000,Supervisors of Production Workers,671160.0,2023,supervisors of production workers
51-1010,First-Line Supervisors of Production and Operating Workers,671160.0,2023,first line supervisors of production operating workers
51-1011,First-Line Supervisors of Production and Operating Workers,671160.0,2023,first line supervisors of production operating workers
51-2000,Assemblers and Fabricators,1924970.0,2023,assemblers fabricators
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",29810.0,2023,aircraft structure surfaces rigging systems assemblers
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",29810.0,2023,aircraft structure surfaces rigging systems assemblers
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",279340.0,2023,electrical electronics electromechanical assemblers
51-2021,"Coil Winders, Tapers, and Finishers",11900.0,2023,coil winders tapers finishers
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",267440.0,2023,electrical electronic electromechanical assemblers except coil winders tapers finishers
51-2030,Engine and Other Machine Assemblers,47960.0,2023,engine other machine assemblers
51-2031,Engine and Other Machine Assemblers,47960.0,2023,engine other machine assemblers
51-2040,Structural Metal Fabricators and Fitters,57810.0,2023,structural metal fabricators fitters
51-2041,Structural Metal Fabricators and Fitters,57810.0,2023,structural metal fabricators fitters
51-2050,Fiberglass Laminators and Fabricators,20380.0,2023,fiberglass laminators fabricators
51-2051,Fiberglass Laminators and Fabricators,20380.0,2023,fiberglass laminators fabricators
51-2060,Timing Device Assemblers and Adjusters,400.0,2023,timing device assemblers adjusters
51-2061,Timing Device Assemblers and Adjusters,400.0,2023,timing device assemblers adjusters
51-2090,Miscellaneous Assemblers and Fabricators,1489280.0,2023,miscellaneous assemblers fabricators
51-3000,Food Processing Workers,848630.0,2023,food processing workers
51-3010,Bakers,220230.0,2023,bakers
51-3011,Bakers,220230.0,2023,bakers
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",345940.0,2023,butchers other meat poultry fish processing workers
51-3021,Butchers and Meat Cutters,136330.0,2023,butchers meat cutters
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",138300.0,2023,meat poultry fish cutters trimmers
51-3023,Slaughterers and Meat Packers,71310.0,2023,slaughterers meat packers
51-3090,Miscellaneous Food Processing Workers,282460.0,2023,miscellaneous food processing workers
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19570.0,2023,food tobacco roasting baking drying machine operators tenders
51-3092,Food Batchmakers,169190.0,2023,food batchmakers
51-3093,Food Cooking Machine Operators and Tenders,29730.0,2023,food cooking machine operators tenders
51-3099,"Food Processing Workers, All Other",63970.0,2023,food processing workers all other
51-4000,Metal Workers and Plastic Workers,1605180.0,2023,metal workers plastic workers
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",97290.0,2023,forming machine setters operators tenders metal plastic
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",63370.0,2023,extruding drawing machine setters operators tenders metal plastic
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",9170.0,2023,forging machine setters operators tenders metal plastic
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",24750.0,2023,rolling machine setters operators tenders metal plastic
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",293770.0,2023,machine tool cutting setters operators tenders metal plastic
